longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-1.045807527295185,0.6789208330322075,-1.0960380943245116,-0.015273479170295073,-0.37034141689584205,-0.08099973986489963,-0.39904224153008716,0.7045825293692511,0.9203688778531434,0.41264723292521355
1.7238081936600456,-0.653853813696573,0.6636907320464273,-1.8714991396526028,-1.7663039275220893,-2.117445950728435,-2.1970937211702735,0.12023699078447186,-0.0594145919728966,-1.6798660971091899
-1.2390721617365739,0.896287152307321,0.5136541148448669,-0.9000538117967989,-1.2320548582420865,-1.1697800828928764,-1.2168111230814556,1.781065995825658,0.9203688778531434,1.9139469570719543
-1.3831568372294378,1.0371307877475093,1.7486114733488654,-2.6918044625627213,-2.8090161639121605,-2.9925956059481114,-2.6701235325752926,2.169524219738163,-1.6795289908978446,0.39258449856486877
0.5837577523167552,-0.679162125714502,-0.02424006292004626,1.086125130509889,2.0437108508789525,0.6958911531286194,2.061626613319105,-0.675257201843075,0.9203688778531434,0.7469133666922269
0.6417120420715544,-0.8481657139633717,-0.02424006292004626,-0.044041594998788146,-0.14603562933607742,0.5042913778497287,0.008674340497772976,0.4734332713164456,0.9203688778531434,0.18486048125288712
1.2521950355171867,-1.6426328382670337,-0.42304273652331775,1.085090426458504,1.8843660296394138,0.9518897688240038,1.9728989909944452,-1.061173526978845,-1.5461726356121854,-0.5061449170709029
-0.3674478679046161,1.6032253561086725,0.8860949090972797,-1.4875977041578243,-1.6064132355890344,-1.6990309884013532,-1.6908596724479703,-0.8537390983221149,-0.0594145919728966,-1.760042138966863
-1.2934392270793436,0.9359414110725744,-0.8376172823657907,-0.45729238416333245,-0.1498054056976053,-0.5256449912624026,0.04668677823763922,0.8537005740668321,-1.5461726356121854,1.767801979227114
-0.8767084544860975,1.1074895403347311,1.7486114733488654,-2.76849608110741,-2.043516700397396,-2.188244511780507,-2.2715889101554008,-2.799014695648668,-0.0594145919728966,-3.2527284942737715
-0.6515576866578557,0.957268393832645,-0.9228435993064182,-0.43306728218180623,-0.8481925712643165,-0.7258883015243679,-0.7632150560799299,0.5045845728501445,-0.0594145919728966,-0.15126346115519865
-1.1430040696353334,0.8706827083611217,-0.7532247960733224,-0.27622549524438733,-0.773411127724063,-0.5044209388259321,-0.671810332056194,1.087834560363666,0.9203688778531434,0.7913645908614181
0.8059665730776383,-0.647558268258527,-1.6438836546138067,-1.2006295971402297,-1.0957239402516603,-0.9459077614737704,-1.0983674254681266,0.24858024217631308,-0.0594145919728966,-0.010793638818739505
-0.8339672695525538,1.3314859244483443,-0.18211130940702921,-0.5368315868940187,-0.6822171016026045,-0.6606556217956334,-0.5410337964033315,-0.3713106896662731,-0.0594145919728966,-0.7711461897231715
0.8325853996737083,-0.9425111527405005,0.13164750522747853,0.338330957199666,-0.1049238829842528,0.10375400581437931,-0.014379357895664635,0.9373904068067447,0.9203688778531434,0.4285584182489378
0.6364362496382394,-0.6728172249550776,1.5366316584028348,-0.3459343223641693,0.04292571904189766,-0.1991054637671566,0.04290820064257392,-0.28977595633258657,0.9203688778531434,0.27562025412856705
-1.3249696461157225,1.0909500237483662,1.7486114733488654,-0.21624506188066123,-0.7201580585553793,-0.7820467320673853,-0.5934540265880172,1.966976176739267,-1.6795289908978446,1.2557091727150582
0.8379133131492519,-0.8415191973510792,0.20889671086037795,-0.12608745124276652,0.046432296454220576,0.3910923143901157,0.1027787775466184,-0.0007503960366968965,0.9203688778531434,0.06445759080087878
-1.3114734135391484,1.1434037625244204,1.7486114733488654,-0.719893200590512,-0.7832339845546292,-1.2191489027734166,-0.7477267867783429,-0.26953062444617537,-1.6795289908978446,-0.09614118137917642
-1.4231515688813772,1.026881332674593,0.0539414491543032,-1.0351685033504894,-1.4538682288177045,-1.3004592025699835,-1.3706132565706264,1.3076018458947174,-1.5461726356121854,1.5578505974172978
-1.2708341303774013,0.9359414110725744,1.7486114733488654,1.0023790783014976,0.2782796989437041,0.23197050597505744,0.40539664873459064,1.959558320893564,-1.6795289908978446,1.9139469570719543
1.350150953626294,-1.6102941349149802,-0.7532247960733224,2.0389917045302313,2.0437108508789525,2.045478162608559,2.061626613319105,-1.1521619339444753,0.9203688778531434,-0.6612705092018103
-0.9475351795123416,1.313783815847288,0.9595651184932316,-0.6679971136112677,-0.5631284616084532,-0.6746014230070282,-0.39904224153008716,-1.303672721664105,-0.0594145919728966,-1.7402698753928858
0.6839699929528608,-0.8415191973510792,1.1781130711335375,0.3558150350658547,0.4045425249714972,0.23811092144997212,0.4552527613438239,0.37913937863742553,-1.5461726356121854,0.34444848901072916
-1.0364938233581904,1.6256710594866537,-0.5045627541817004,0.26869111180591837,0.09505834969083217,-0.07962486747295504,0.2331709278945072,-0.4899026293793004,-0.0594145919728966,-0.8556464361169875
0.573239469577066,-0.6162395748816273,0.5136541148448669,-0.4616435688852077,-0.3785895617625175,-0.5109313014361319,-0.2351349586532205,0.041603326436886225,0.9203688778531434,0.6699782514229741
0.5154936228333932,-0.6100043526141549,0.3620926042186742,0.08278342267147952,0.08471073030127949,-0.05908567894949914,0.16869340394506466,0.41071274396096197,0.9203688778531434,0.6749138939717012
0.1882876480017712,0.4530873341783979,-0.5045627541817004,0.48478739444148417,0.23275515224315413,0.8283904730020921,0.3717131951582461,-0.6679884396431827,-0.0594145919728966,-1.5738085931055747
-0.8767084544860975,1.307844725508086,-0.7532247960733224,0.1755084267294642,0.05343195495031356,0.17611179611248742,0.19752241575574,0.07588496757456252,-0.0594145919728966,-1.0825429033036376
-1.21630418056183,0.9107921328679759,1.105565577332446,-0.8081258666376191,-0.5453422359273955,-0.5536891320333892,-0.38571771794272597,0.3311271066562704,0.9203688778531434,0.3893563012833783
0.6364362496382394,-0.9017875286787149,0.9595651184932316,-0.764068488630154,-0.27741671203000745,0.2233520356853798,-0.2309568981970912,-0.7799639539919901,-1.5461726356121854,0.0587677197298203
1.2196343822762379,-1.6102941349149802,0.5136541148448669,-0.3285341522236706,-0.2893423739338108,-0.653714602029979,-0.21016410704217564,-0.10425461837473012,-1.5461726356121854,0.4979183449321362
1.86813110315021,-1.0673855997524744,-0.3421474088050026,0.5155976901670531,1.4061788477777177,2.045478162608559,1.4492053399151634,-1.4556059401013455,-0.0594145919728966,-1.665669734170341
0.7263191077841452,-0.6601658109084119,1.4654668546573344,0.1864652514584192,-0.5631284616084532,-0.4497844757414477,-0.5222486888702843,2.169524219738163,0.9203688778531434,1.9139469570719543
-1.2117425849741703,1.1173441528366201,-0.2618462294633194,-0.6005741952783908,-0.46264957370345094,-0.653714602029979,-0.5504808263251124,-0.010204187627983367,-1.6795289908978446,-0.15442967047653489
-1.5198797369856112,1.1336697963636786,1.0327190593379958,-0.6623029283324586,-0.585554582142935,-0.9360264119207959,-0.5742604089784606,0.3573489773935532,-1.5461726356121854,0.9800312725255176
0.790011924423811,-0.9288836001154618,-0.9228435993064182,-0.4887954242956615,0.011161267999016056,0.7001143831916695,0.020131344855677216,-0.513698702587492,0.9203688778531434,0.32454123551550235
-0.8814462323516055,1.3373482398431797,-0.5867410409149002,2.0389917045302313,1.726678422833647,2.045478162608559,1.9023471243382932,0.3214326102396499,-0.0594145919728966,-0.7711461897231715
0.752833233964322,-0.647558268258527,1.0327190593379958,0.17619443851150923,-0.28536084833599035,-0.04141062353203877,-0.2687982074950421,1.662178707193444,-0.0594145919728966,1.648258409689206
0.6628295701540657,-0.6412682067450786,-0.18211130940702921,-0.4460153185103122,0.2294754947658498,0.15850961696269936,0.20826166438708177,-0.2865769984715949,0.9203688778531434,0.6365353641899293
